Neon Chrome
 Mexico, $269.99
 United States, $14.99
 Switzerland, CHF14.99
 Canada, $19.99
 New Zealand, $22.99
 Australia, $21.99
 Sweden, 149.00 kr
 Denmark, 109.00 kr.
 Norway, 139.00 kr
 South Africa, R214.95
