Puyo Puyo Tetris
 Mexico, $571.23
 United States, $29.99
 Canada, $39.99
 Norway, 320.00 kr
 South Africa, R520.00
 Australia, $59.99
 Sweden, 400.00 kr
 New Zealand, $68.00
 Denmark, 300.00 kr.
 Switzerland, CHF56.00
