Heroes of the Monkey Tavern
 Mexico, $189.00
 Norway, 79.00 kr
 United States, $9.99
 Canada, $12.99
 South Africa, R129.00
 New Zealand, $14.99
 Denmark, 69.00 kr.
 Sweden, 99.00 kr
 Australia, $14.99
 Switzerland, CHF13.99
