Yooka-Laylee
 Mexico, $729.30
 Canada, $50.31
 Norway, 320.00 kr
 United States, $39.99
 South Africa, R520.00
 Australia, $60.00
 New Zealand, $66.00
 Sweden, 400.00 kr
 Denmark, 300.00 kr.
 Switzerland, CHF56.00
