Sky Rogue
 Mexico, $349.99
 South Africa, R229.95
 Denmark, 119.00 kr.
 New Zealand, $26.99
 Canada, $24.99
 Norway, 159.00 kr
 United States, $19.99
 Australia, $26.99
 Sweden, 199.00 kr
 Switzerland, CHF27.99
