EAT BEAT DEADSPIKE-san
 Mexico, $129.99
 Norway, 56.00 kr
 Canada, $8.99
 United States, $6.99
 South Africa, R91.00
 Australia, $10.50
 New Zealand, $11.55
 Sweden, 70.00 kr
 Denmark, 52.50 kr.
 Switzerland, CHF9.80
