Pool BILLIARD
 Mexico, $129.99
 Norway, 56.00 kr
 Canada, $8.99
 South Africa, R91.00
 Australia, $10.50
 New Zealand, $11.55
 United States, $7.99
 Sweden, 70.00 kr
 Denmark, 52.50 kr.
 Switzerland, CHF9.80
