Football Manager Touch 2018
 Mexico, $699.00
 South Africa, R455.00
 Canada, $49.99
 Norway, 325.00 kr
 United States, $39.99
 Sweden, 350.00 kr
 Switzerland, CHF40.00
 Denmark, 260.00 kr.
 New Zealand, $59.99
 Australia, $54.99
