Puzzle Adventure Blockle
 Mexico, $134.99
 New Zealand, $9.99
 Switzerland, CHF6.99
 Australia, $9.49
 Canada, $9.49
 Sweden, 64.00 kr
 Norway, 62.00 kr
 Denmark, 49.75 kr.
 South Africa, R99.50
 United States, $7.99
