Pic-a-Pix Deluxe
 Mexico, $149.00
 Canada, $9.99
 United States, $7.99
 Norway, 69.00 kr
 New Zealand, $12.99
 Sweden, 79.00 kr
 Australia, $11.99
 Denmark, 59.00 kr.
