Danmaku Unlimited 3
 Mexico, $169.99
 Norway, 72.00 kr
 Canada, $11.49
 South Africa, R117.00
 United States, $9.99
 Australia, $13.50
 New Zealand, $14.85
 Sweden, 90.00 kr
