SteamWorld Dig
 Mexico, $126.00
 Canada, $8.69
 Norway, 60.00 kr
 United States, $7.49
 South Africa, R97.50
 Sweden, 74.00 kr
 Australia, $11.25
 New Zealand, $12.37
 Denmark, 56.25 kr.
 Switzerland, CHF10.50
