Sparkle 2
 Mexico, $139.99
 Australia, $9.99
 Canada, $9.99
 United States, $7.99
 New Zealand, $11.99
 Norway, 69.00 kr
 South Africa, R109.95
 Switzerland, CHF8.99
 Sweden, 79.00 kr
 Denmark, 59.00 kr.
