ChromaGun
 Mexico, $354.99
 Canada, $24.99
 Norway, 160.00 kr
 United States, $19.99
 South Africa, R260.00
 Australia, $29.99
 New Zealand, $32.99
 Sweden, 200.00 kr
 Denmark, 150.00 kr.
 Switzerland, CHF27.99
