Hyper Sentinel
 Mexico, $130.49
 South Africa, R89.00
 Norway, 83.00 kr
 Canada, $13.49
 New Zealand, $15.49
 Australia, $14.49
 United States, $11.69
 Switzerland, CHF12.49
 Sweden, 111.00 kr
 Denmark, 83.25 kr.
