Tiny Troopers Joint Ops XL
 Mexico, $224.40
 Canada, $14.99
 Norway, 104.00 kr
 United States, $12.99
 South Africa, R169.00
 Australia, $17.99
 New Zealand, $19.99
 Sweden, 130.00 kr
 Denmark, 97.50 kr.
 Switzerland, CHF17.99
