ONE PIECE Pirate Warriors 3 Deluxe Edition
 Mexico, $729.00
 Canada, $49.99
 United States, $39.99
 Australia, $89.95
 Sweden, 599.00 kr
 New Zealand, $99.99
 Switzerland, CHF69.90
 South Africa, R899.00
 Norway, 599.00 kr
 Denmark, 499.00 kr.
