The Darkside Detective
 Mexico, $220.00
 Canada, $14.99
 United States, $12.99
 South Africa, R169.00
 Denmark, 92.50 kr.
 Australia, $19.50
 New Zealand, $21.45
 Sweden, 130.00 kr
 Norway, 125.00 kr
 Switzerland, CHF18.20
