Joe Dever's Lone Wolf
 Mexico, $149.99
 Canada, $16.99
 Norway, 120.00 kr
 United States, $14.99
 South Africa, R195.00
 Sweden, 149.00 kr
 New Zealand, $24.99
 Australia, $22.99
