Rogue Trooper Redux
 Mexico, $450.00
 Norway, 200.00 kr
 United States, $24.99
 Canada, $32.99
 Australia, $37.50
 New Zealand, $41.25
 Sweden, 250.00 kr
 Denmark, 187.50 kr.
 South Africa, R393.00
 Switzerland, CHF35.00
